policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text,text_for_nlp,funding_category,impact_category,summary_word_count,goals_word_count,fulltext_word_count,total_text_length
P1238,State Vocational Education Reform 53,Higher Education,Gujarat,2025,Disadvantaged Groups,Under Review,16.69,"Ministry Of Education, Local Ngos",0.217,A nationwide/state-level initiative to strengthen learning outcomes through scholarship schemes. Targets Disadvantaged Groups and aims to raise completion rates.,Increase learning outcomes score by 19% within 2 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen learning outcomes through scholarship schemes. Targets Disadvantaged Groups and aims to raise completion rates. Goals: Increase learning outcomes score by 19% within 2 years and reduce disparities between rural and urban areas. Timeline set. Includes evaluation.,"policy id: p1238. title: state vocational education reform 53. sector: higher education. region: gujarat. year: 2025. target group: disadvantaged groups. status: under review. funding: $16.69m usd. impact score: 0.217. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen learning outcomes through scholarship schemes. targets disadvantaged groups and aims to raise completion rates.. goals: increase learning outcomes score by 19% within 2 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen learning outcomes through scholarship schemes. targets disadvantaged groups and aims to raise completion rates. goals: increase learning outcomes score by 19% within 2 years and reduce disparities between rural and urban areas. timeline set. includes evaluation.",High,Low Impact,19,17,41,77
P1020,State Secondary Education Reform 56,Early Childhood,Punjab,2025,Rural Students,Pilot,0.28,"State Education Department, Private Partners",0.555,This policy aims to improve vocational skills in Early Childhood by providing teacher training programs across Punjab. It focuses on literacy and numeracy.,Increase vocational skills score by 10% within 2 years and reduce disparities between rural and urban areas.,This policy aims to improve vocational skills in Early Childhood by providing teacher training programs across Punjab. It focuses on literacy and numeracy. Goals: Increase vocational skills score by 10% within 2 years and reduce disparities between rural and urban areas. Includes evaluation. Focus on equity.,"policy id: p1020. title: state secondary education reform 56. sector: early childhood. region: punjab. year: 2025. target group: rural students. status: pilot. funding: $0.28m usd. impact score: 0.555. stakeholders: state education department, private partners. summary: this policy aims to improve vocational skills in early childhood by providing teacher training programs across punjab. it focuses on literacy and numeracy.. goals: increase vocational skills score by 10% within 2 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve vocational skills in early childhood by providing teacher training programs across punjab. it focuses on literacy and numeracy. goals: increase vocational skills score by 10% within 2 years and reduce disparities between rural and urban areas. includes evaluation. focus on equity.",Low,High Impact,23,17,46,86
P1245,National Early Childhood Education Reform 36,Early Childhood,Rajasthan,2018,Students,Implemented,5.83,"Teachers' Unions, Community Leaders",0.133,This policy aims to improve learning outcomes in Early Childhood by providing public-private partnerships across Rajasthan. It focuses on STEM education.,Increase learning outcomes score by 8% within 1 years and reduce disparities between rural and urban areas.,This policy aims to improve learning outcomes in Early Childhood by providing public-private partnerships across Rajasthan. It focuses on STEM education. Goals: Increase learning outcomes score by 8% within 1 years and reduce disparities between rural and urban areas. Budget allocations defined. Stakeholder consultations planned.,"policy id: p1245. title: national early childhood education reform 36. sector: early childhood. region: rajasthan. year: 2018. target group: students. status: implemented. funding: $5.83m usd. impact score: 0.133. stakeholders: teachers' unions, community leaders. summary: this policy aims to improve learning outcomes in early childhood by providing public-private partnerships across rajasthan. it focuses on stem education.. goals: increase learning outcomes score by 8% within 1 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve learning outcomes in early childhood by providing public-private partnerships across rajasthan. it focuses on stem education. goals: increase learning outcomes score by 8% within 1 years and reduce disparities between rural and urban areas. budget allocations defined. stakeholder consultations planned.",High,Low Impact,21,17,45,83
P1118,National Vocational Education Reform 51,Primary,Punjab,2018,Urban Students,Pilot,0.1,"State Education Department, Private Partners",0.283,A nationwide/state-level initiative to strengthen vocational skills through grants to schools. Targets Urban Students and aims to improve retention.,Increase vocational skills score by 28% within 3 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen vocational skills through grants to schools. Targets Urban Students and aims to improve retention. Goals: Increase vocational skills score by 28% within 3 years and reduce disparities between rural and urban areas. Budget allocations defined. Timeline set.,"policy id: p1118. title: national vocational education reform 51. sector: primary. region: punjab. year: 2018. target group: urban students. status: pilot. funding: $0.1m usd. impact score: 0.283. stakeholders: state education department, private partners. summary: a nationwide/state-level initiative to strengthen vocational skills through grants to schools. targets urban students and aims to improve retention.. goals: increase vocational skills score by 28% within 3 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen vocational skills through grants to schools. targets urban students and aims to improve retention. goals: increase vocational skills score by 28% within 3 years and reduce disparities between rural and urban areas. budget allocations defined. timeline set.",Low,Low Impact,19,17,42,78
P1008,National Early Childhood Education Reform 97,Secondary,Delhi,2021,Disadvantaged Groups,Under Review,0.46,"Central Government, Donors",0.208,"Policy to enhance infrastructure and community participation using grants to schools. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance infrastructure and community participation using grants to schools. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Includes evaluation.","policy id: p1008. title: national early childhood education reform 97. sector: secondary. region: delhi. year: 2021. target group: disadvantaged groups. status: under review. funding: $0.46m usd. impact score: 0.208. stakeholders: central government, donors. summary: policy to enhance infrastructure and community participation using grants to schools. includes capacity-building, monitoring and community engagement.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: policy to enhance infrastructure and community participation using grants to schools. includes capacity-building, monitoring and community engagement. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. focus on equity. includes evaluation.",Low,Low Impact,17,12,35,64
P1266,State Secondary Education Reform 63,Secondary,Rajasthan,2015,Rural Students,Proposed,13.93,"State Education Department, Private Partners",0.845,This policy aims to improve digital access in Secondary by providing curriculum reform across Rajasthan. It focuses on gender equity.,Increase digital access score by 27% within 1 years and reduce disparities between rural and urban areas.,This policy aims to improve digital access in Secondary by providing curriculum reform across Rajasthan. It focuses on gender equity. Goals: Increase digital access score by 27% within 1 years and reduce disparities between rural and urban areas. Includes evaluation. Timeline set.,"policy id: p1266. title: state secondary education reform 63. sector: secondary. region: rajasthan. year: 2015. target group: rural students. status: proposed. funding: $13.93m usd. impact score: 0.845. stakeholders: state education department, private partners. summary: this policy aims to improve digital access in secondary by providing curriculum reform across rajasthan. it focuses on gender equity.. goals: increase digital access score by 27% within 1 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve digital access in secondary by providing curriculum reform across rajasthan. it focuses on gender equity. goals: increase digital access score by 27% within 1 years and reduce disparities between rural and urban areas. includes evaluation. timeline set.",High,Very High Impact,20,17,42,79
P1087,District Secondary Education Reform 72,Higher Education,Gujarat,2023,Urban Students,Under Review,11.89,"Edtech Companies, Universities",0.405,This policy aims to improve teacher quality in Higher Education by providing public-private partnerships across Gujarat. It focuses on literacy and numeracy.,"Train 4016 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve teacher quality in Higher Education by providing public-private partnerships across Gujarat. It focuses on literacy and numeracy. Goals: Train 4016 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Includes evaluation.","policy id: p1087. title: district secondary education reform 72. sector: higher education. region: gujarat. year: 2023. target group: urban students. status: under review. funding: $11.89m usd. impact score: 0.405. stakeholders: edtech companies, universities. summary: this policy aims to improve teacher quality in higher education by providing public-private partnerships across gujarat. it focuses on literacy and numeracy.. goals: train 4016 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve teacher quality in higher education by providing public-private partnerships across gujarat. it focuses on literacy and numeracy. goals: train 4016 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. budget allocations defined. includes evaluation.",High,Medium Impact,22,16,44,82
P1104,District Higher Education Education Reform 33,Vocational,Gujarat,2022,Teachers,Under Review,7.1,"Edtech Companies, Universities",0.535,"Policy to enhance early childhood development and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement.",Increase early childhood development score by 5% within 4 years and reduce disparities between rural and urban areas.,"Policy to enhance early childhood development and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Increase early childhood development score by 5% within 4 years and reduce disparities between rural and urban areas. Focus on equity. Includes evaluation.","policy id: p1104. title: district higher education education reform 33. sector: vocational. region: gujarat. year: 2022. target group: teachers. status: under review. funding: $7.1m usd. impact score: 0.535. stakeholders: edtech companies, universities. summary: policy to enhance early childhood development and community participation using public-private partnerships. includes capacity-building, monitoring and community engagement.. goals: increase early childhood development score by 5% within 4 years and reduce disparities between rural and urban areas.. full description: policy to enhance early childhood development and community participation using public-private partnerships. includes capacity-building, monitoring and community engagement. goals: increase early childhood development score by 5% within 4 years and reduce disparities between rural and urban areas. focus on equity. includes evaluation.",High,High Impact,18,18,42,78
P1250,National Vocational Education Reform 69,Higher Education,Gujarat,2021,Disadvantaged Groups,Proposed,65.2,"Teachers' Unions, Community Leaders",0.594,A nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. Targets Disadvantaged Groups and aims to raise completion rates.,"Train 2946 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. Targets Disadvantaged Groups and aims to raise completion rates. Goals: Train 2946 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Includes evaluation.","policy id: p1250. title: national vocational education reform 69. sector: higher education. region: gujarat. year: 2021. target group: disadvantaged groups. status: proposed. funding: $65.2m usd. impact score: 0.594. stakeholders: teachers' unions, community leaders. summary: a nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. targets disadvantaged groups and aims to raise completion rates.. goals: train 2946 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.. full description: a nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. targets disadvantaged groups and aims to raise completion rates. goals: train 2946 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. stakeholder consultations planned. includes evaluation.",Very High,High Impact,20,15,41,76
P1215,State Secondary Education Reform 39,Primary,Karnataka,2023,All,Implemented,42.94,"Edtech Companies, Universities",0.107,This policy aims to improve digital access in Primary by providing curriculum reform across Karnataka. It focuses on rural accessibility.,"Train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve digital access in Primary by providing curriculum reform across Karnataka. It focuses on rural accessibility. Goals: Train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Timeline set.","policy id: p1215. title: state secondary education reform 39. sector: primary. region: karnataka. year: 2023. target group: all. status: implemented. funding: $42.94m usd. impact score: 0.107. stakeholders: edtech companies, universities. summary: this policy aims to improve digital access in primary by providing curriculum reform across karnataka. it focuses on rural accessibility.. goals: train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve digital access in primary by providing curriculum reform across karnataka. it focuses on rural accessibility. goals: train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. stakeholder consultations planned. timeline set.",Very High,Low Impact,20,16,42,78
P1455,District Primary Education Reform 81,Early Childhood,West Bengal,2025,Rural Students,Implemented,36.3,"Ministry Of Education, Local Ngos",0.123,A nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. Targets Rural Students and aims to improve retention.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. Targets Rural Students and aims to improve retention. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Includes evaluation.","policy id: p1455. title: district primary education reform 81. sector: early childhood. region: west bengal. year: 2025. target group: rural students. status: implemented. funding: $36.3m usd. impact score: 0.123. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. targets rural students and aims to improve retention.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: a nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. targets rural students and aims to improve retention. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. budget allocations defined. includes evaluation.",Very High,Low Impact,18,12,36,66
P1441,National Early Childhood Education Reform 26,Primary,Uttar Pradesh,2019,Students,Proposed,0.12,"Teachers' Unions, Community Leaders",0.183,This policy aims to improve teacher quality in Primary by providing grants to schools across Uttar Pradesh. It focuses on rural accessibility.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve teacher quality in Primary by providing grants to schools across Uttar Pradesh. It focuses on rural accessibility. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Budget allocations defined.","policy id: p1441. title: national early childhood education reform 26. sector: primary. region: uttar pradesh. year: 2019. target group: students. status: proposed. funding: $0.12m usd. impact score: 0.183. stakeholders: teachers' unions, community leaders. summary: this policy aims to improve teacher quality in primary by providing grants to schools across uttar pradesh. it focuses on rural accessibility.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: this policy aims to improve teacher quality in primary by providing grants to schools across uttar pradesh. it focuses on rural accessibility. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. focus on equity. budget allocations defined.",Low,Low Impact,22,12,41,75
P1331,National Early Childhood Education Reform 55,Vocational,Maharashtra,2022,Disadvantaged Groups,Under Review,40.39,"Ministry Of Education, Local Ngos",0.784,A nationwide/state-level initiative to strengthen learning outcomes through grants to schools. Targets Disadvantaged Groups and aims to raise completion rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen learning outcomes through grants to schools. Targets Disadvantaged Groups and aims to raise completion rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Budget allocations defined.","policy id: p1331. title: national early childhood education reform 55. sector: vocational. region: maharashtra. year: 2022. target group: disadvantaged groups. status: under review. funding: $40.39m usd. impact score: 0.784. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen learning outcomes through grants to schools. targets disadvantaged groups and aims to raise completion rates.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: a nationwide/state-level initiative to strengthen learning outcomes through grants to schools. targets disadvantaged groups and aims to raise completion rates. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. budget allocations defined. budget allocations defined.",Very High,Very High Impact,20,12,39,71
P1049,National Primary Education Reform 31,Early Childhood,Tamil Nadu,2021,Urban Students,Under Review,0.33,"State Education Department, Private Partners",0.888,A nationwide/state-level initiative to strengthen vocational skills through grants to schools. Targets Urban Students and aims to boost employability.,Increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen vocational skills through grants to schools. Targets Urban Students and aims to boost employability. Goals: Increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas. Budget allocations defined. Focus on equity.,"policy id: p1049. title: national primary education reform 31. sector: early childhood. region: tamil nadu. year: 2021. target group: urban students. status: under review. funding: $0.33m usd. impact score: 0.888. stakeholders: state education department, private partners. summary: a nationwide/state-level initiative to strengthen vocational skills through grants to schools. targets urban students and aims to boost employability.. goals: increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen vocational skills through grants to schools. targets urban students and aims to boost employability. goals: increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas. budget allocations defined. focus on equity.",Low,Very High Impact,19,17,43,79
P1343,State Primary Education Reform 5,Early Childhood,Kerala,2021,Disadvantaged Groups,Implemented,37.1,"Edtech Companies, Universities",0.591,This policy aims to improve early childhood development in Early Childhood by providing digital device distribution across Kerala. It focuses on literacy and numeracy.,"Train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve early childhood development in Early Childhood by providing digital device distribution across Kerala. It focuses on literacy and numeracy. Goals: Train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Timeline set. Stakeholder consultations planned.","policy id: p1343. title: state primary education reform 5. sector: early childhood. region: kerala. year: 2021. target group: disadvantaged groups. status: implemented. funding: $37.1m usd. impact score: 0.591. stakeholders: edtech companies, universities. summary: this policy aims to improve early childhood development in early childhood by providing digital device distribution across kerala. it focuses on literacy and numeracy.. goals: train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve early childhood development in early childhood by providing digital device distribution across kerala. it focuses on literacy and numeracy. goals: train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. timeline set. stakeholder consultations planned.",Very High,High Impact,24,15,45,84
P1114,District Primary Education Reform 53,Vocational,Tamil Nadu,2025,Rural Students,Implemented,72.69,"Central Government, Donors",0.802,"Policy to enhance learning outcomes and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement.",Increase learning outcomes score by 39% within 5 years and reduce disparities between rural and urban areas.,"Policy to enhance learning outcomes and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Increase learning outcomes score by 39% within 5 years and reduce disparities between rural and urban areas. Budget allocations defined. Stakeholder consultations planned.","policy id: p1114. title: district primary education reform 53. sector: vocational. region: tamil nadu. year: 2025. target group: rural students. status: implemented. funding: $72.69m usd. impact score: 0.802. stakeholders: central government, donors. summary: policy to enhance learning outcomes and safety standards using curriculum reform. includes capacity-building, monitoring and community engagement.. goals: increase learning outcomes score by 39% within 5 years and reduce disparities between rural and urban areas.. full description: policy to enhance learning outcomes and safety standards using curriculum reform. includes capacity-building, monitoring and community engagement. goals: increase learning outcomes score by 39% within 5 years and reduce disparities between rural and urban areas. budget allocations defined. stakeholder consultations planned.",Very High,Very High Impact,17,17,41,75
P1416,State Secondary Education Reform 70,Primary,Delhi,2019,Urban Students,Under Review,37.05,"Edtech Companies, Universities",0.45,"Policy to enhance teacher quality and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement.","Train 3843 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","Policy to enhance teacher quality and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Train 3843 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Budget allocations defined.","policy id: p1416. title: state secondary education reform 70. sector: primary. region: delhi. year: 2019. target group: urban students. status: under review. funding: $37.05m usd. impact score: 0.45. stakeholders: edtech companies, universities. summary: policy to enhance teacher quality and community participation using public-private partnerships. includes capacity-building, monitoring and community engagement.. goals: train 3843 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.. full description: policy to enhance teacher quality and community participation using public-private partnerships. includes capacity-building, monitoring and community engagement. goals: train 3843 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. budget allocations defined. budget allocations defined.",Very High,Medium Impact,17,16,40,73
P1019,State Vocational Education Reform 9,Higher Education,Punjab,2020,Disadvantaged Groups,Proposed,60.57,"Central Government, Donors",0.39,A nationwide/state-level initiative to strengthen vocational skills through digital device distribution. Targets Disadvantaged Groups and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen vocational skills through digital device distribution. Targets Disadvantaged Groups and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Budget allocations defined.","policy id: p1019. title: state vocational education reform 9. sector: higher education. region: punjab. year: 2020. target group: disadvantaged groups. status: proposed. funding: $60.57m usd. impact score: 0.39. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen vocational skills through digital device distribution. targets disadvantaged groups and aims to reduce dropout rates.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: a nationwide/state-level initiative to strengthen vocational skills through digital device distribution. targets disadvantaged groups and aims to reduce dropout rates. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. focus on equity. budget allocations defined.",Very High,Medium Impact,20,12,39,71
P1431,National Early Childhood Education Reform 2,Primary,Maharashtra,2023,Disadvantaged Groups,Under Review,1.41,"Central Government, Donors",0.776,"Policy to enhance digital access and assessment quality using teacher training programs. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance digital access and assessment quality using teacher training programs. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Focus on equity.","policy id: p1431. title: national early childhood education reform 2. sector: primary. region: maharashtra. year: 2023. target group: disadvantaged groups. status: under review. funding: $1.41m usd. impact score: 0.776. stakeholders: central government, donors. summary: policy to enhance digital access and assessment quality using teacher training programs. includes capacity-building, monitoring and community engagement.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: policy to enhance digital access and assessment quality using teacher training programs. includes capacity-building, monitoring and community engagement. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. focus on equity. focus on equity.",Medium,Very High Impact,18,12,37,67
P1032,State Secondary Education Reform 39,Primary,Rajasthan,2017,Rural Students,Proposed,2.99,"State Education Department, Private Partners",0.668,This policy aims to improve digital access in Primary by providing grants to schools across Rajasthan. It focuses on marginalized communities.,"Train 3895 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve digital access in Primary by providing grants to schools across Rajasthan. It focuses on marginalized communities. Goals: Train 3895 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Timeline set. Focus on equity.","policy id: p1032. title: state secondary education reform 39. sector: primary. region: rajasthan. year: 2017. target group: rural students. status: proposed. funding: $2.99m usd. impact score: 0.668. stakeholders: state education department, private partners. summary: this policy aims to improve digital access in primary by providing grants to schools across rajasthan. it focuses on marginalized communities.. goals: train 3895 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve digital access in primary by providing grants to schools across rajasthan. it focuses on marginalized communities. goals: train 3895 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. timeline set. focus on equity.",Medium,High Impact,21,16,43,80
P1475,National Secondary Education Reform 74,Vocational,Kerala,2018,Disadvantaged Groups,Proposed,18.81,"Central Government, Donors",0.668,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Disadvantaged Groups and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Disadvantaged Groups and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Budget allocations defined.","policy id: p1475. title: national secondary education reform 74. sector: vocational. region: kerala. year: 2018. target group: disadvantaged groups. status: proposed. funding: $18.81m usd. impact score: 0.668. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets disadvantaged groups and aims to reduce dropout rates.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets disadvantaged groups and aims to reduce dropout rates. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. timeline set. budget allocations defined.",High,High Impact,19,12,37,68
P1180,State Vocational Education Reform 54,Higher Education,Rajasthan,2015,Students,Under Review,14.31,"Central Government, Donors",0.839,This policy aims to improve vocational skills in Higher Education by providing public-private partnerships across Rajasthan. It focuses on literacy and numeracy.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve vocational skills in Higher Education by providing public-private partnerships across Rajasthan. It focuses on literacy and numeracy. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Includes evaluation.","policy id: p1180. title: state vocational education reform 54. sector: higher education. region: rajasthan. year: 2015. target group: students. status: under review. funding: $14.31m usd. impact score: 0.839. stakeholders: central government, donors. summary: this policy aims to improve vocational skills in higher education by providing public-private partnerships across rajasthan. it focuses on literacy and numeracy.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: this policy aims to improve vocational skills in higher education by providing public-private partnerships across rajasthan. it focuses on literacy and numeracy. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. focus on equity. includes evaluation.",High,Very High Impact,22,12,40,74
P1248,National Early Childhood Education Reform 30,Higher Education,Uttar Pradesh,2015,Students,Proposed,0.35,"Ministry Of Education, Local Ngos",0.756,This policy aims to improve infrastructure in Higher Education by providing scholarship schemes across Uttar Pradesh. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve infrastructure in Higher Education by providing scholarship schemes across Uttar Pradesh. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Includes evaluation. Budget allocations defined.","policy id: p1248. title: national early childhood education reform 30. sector: higher education. region: uttar pradesh. year: 2015. target group: students. status: proposed. funding: $0.35m usd. impact score: 0.756. stakeholders: ministry of education, local ngos. summary: this policy aims to improve infrastructure in higher education by providing scholarship schemes across uttar pradesh. it focuses on urban inclusion.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: this policy aims to improve infrastructure in higher education by providing scholarship schemes across uttar pradesh. it focuses on urban inclusion. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. includes evaluation. budget allocations defined.",Low,Very High Impact,21,12,39,72
P1201,National Higher Education Education Reform 29,Higher Education,Maharashtra,2024,Students,Pilot,0.35,"Edtech Companies, Universities",0.355,This policy aims to improve early childhood development in Higher Education by providing grants to schools across Maharashtra. It focuses on gender equity.,Increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas.,This policy aims to improve early childhood development in Higher Education by providing grants to schools across Maharashtra. It focuses on gender equity. Goals: Increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Stakeholder consultations planned.,"policy id: p1201. title: national higher education education reform 29. sector: higher education. region: maharashtra. year: 2024. target group: students. status: pilot. funding: $0.35m usd. impact score: 0.355. stakeholders: edtech companies, universities. summary: this policy aims to improve early childhood development in higher education by providing grants to schools across maharashtra. it focuses on gender equity.. goals: increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve early childhood development in higher education by providing grants to schools across maharashtra. it focuses on gender equity. goals: increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas. stakeholder consultations planned. stakeholder consultations planned.",Low,Medium Impact,23,18,48,89
P1217,District Vocational Education Reform 80,Vocational,Delhi,2024,Urban Students,Implemented,21.55,"Ministry Of Education, Local Ngos",0.963,This policy aims to improve learning outcomes in Vocational by providing teacher training programs across Delhi. It focuses on marginalized communities.,Increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas.,This policy aims to improve learning outcomes in Vocational by providing teacher training programs across Delhi. It focuses on marginalized communities. Goals: Increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas. Focus on equity. Timeline set.,"policy id: p1217. title: district vocational education reform 80. sector: vocational. region: delhi. year: 2024. target group: urban students. status: implemented. funding: $21.55m usd. impact score: 0.963. stakeholders: ministry of education, local ngos. summary: this policy aims to improve learning outcomes in vocational by providing teacher training programs across delhi. it focuses on marginalized communities.. goals: increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve learning outcomes in vocational by providing teacher training programs across delhi. it focuses on marginalized communities. goals: increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas. focus on equity. timeline set.",Very High,Very High Impact,21,17,44,82
